,RootMyc1,YawBrMyp,YawBrMzp
case_290_optimal_k_cases_turbsim_wu_outdata_290.mat,153753.75891993518,7063.921197295642,45607.3287975533
case_318_optimal_k_cases_turbsim_wu_outdata_318.mat,186618.66931216582,36600.452012619564,245645.14729187512
case_140_optimal_k_cases_turbsim_wu_outdata_140.mat,148618.14109075704,6308.508411975547,41142.15194577586
case_55_optimal_k_cases_turbsim_wu_outdata_55.mat,151154.65759440637,11480.906918758872,41855.603518027274
case_122_optimal_k_cases_turbsim_wu_outdata_122.mat,154646.48715409572,11266.511656762586,45866.392603499306
case_248_optimal_k_cases_turbsim_wu_outdata_248.mat,142950.7134297561,5711.208891647845,34829.764332988205
case_9_optimal_k_cases_turbsim_wu_outdata_9.mat,144582.0350612646,13651.367001620298,64182.96642848973
case_423_optimal_k_cases_turbsim_wu_outdata_423.mat,166039.64292325557,34513.660681866495,155502.57285962056
case_233_optimal_k_cases_turbsim_wu_outdata_233.mat,147124.3121148335,11544.435047076588,41401.73724907074
case_159_optimal_k_cases_turbsim_wu_outdata_159.mat,141101.0670187261,15493.613397619565,52885.105627778525
case_52_optimal_k_cases_turbsim_wu_outdata_52.mat,147432.92281810453,11543.710355358282,41025.51187729018
case_301_optimal_k_cases_turbsim_wu_outdata_301.mat,153476.10794721526,11426.205717537101,46430.89797012339
case_363_optimal_k_cases_turbsim_wu_outdata_363.mat,271031.1993260258,66362.07630918578,287731.04399447254
case_382_optimal_k_cases_turbsim_wu_outdata_382.mat,148481.79204890077,11849.693431695947,50233.255125474425
case_251_optimal_k_cases_turbsim_wu_outdata_251.mat,141668.61603859792,5362.299043964873,34642.281308419006
case_441_optimal_k_cases_turbsim_wu_outdata_441.mat,152418.07446794596,21717.374392924143,95021.29636204959
case_61_optimal_k_cases_turbsim_wu_outdata_61.mat,141221.64371600197,10919.916325682314,37643.971734321436
case_135_optimal_k_cases_turbsim_wu_outdata_135.mat,142915.6213326221,12621.30500706131,53784.86473316933
case_157_optimal_k_cases_turbsim_wu_outdata_157.mat,143024.53122186128,5836.526496851704,34830.270529880516
case_246_optimal_k_cases_turbsim_wu_outdata_246.mat,158774.27193646363,28876.770325921043,161223.64245552666
case_395_optimal_k_cases_turbsim_wu_outdata_395.mat,144905.82737475767,11491.266775240489,50908.53105641517
case_374_optimal_k_cases_turbsim_wu_outdata_374.mat,151422.615145892,7269.216747350129,53629.74496595494
case_66_optimal_k_cases_turbsim_wu_outdata_66.mat,137579.33219117628,12106.22473429906,50953.103926737436
case_316_optimal_k_cases_turbsim_wu_outdata_316.mat,141806.78860638614,10966.167538780797,38319.11328694743
case_224_optimal_k_cases_turbsim_wu_outdata_224.mat,148026.50296415167,6190.687711631097,42221.94593790306
case_434_optimal_k_cases_turbsim_wu_outdata_434.mat,138466.71607872122,5534.981882755682,38708.930467385166
case_418_optimal_k_cases_turbsim_wu_outdata_418.mat,140991.40207763357,5789.882039635905,37663.41646028149
case_208_optimal_k_cases_turbsim_wu_outdata_208.mat,151112.80244301638,11840.642105565266,45610.862654140314
case_183_optimal_k_cases_turbsim_wu_outdata_183.mat,246741.80458244414,45997.05686004286,312154.1150808818
case_58_optimal_k_cases_turbsim_wu_outdata_58.mat,144456.7534140773,11213.87441331117,36135.623618449135
case_162_optimal_k_cases_turbsim_wu_outdata_162.mat,139859.6593022381,9842.276574946538,54478.61964105387
case_358_optimal_k_cases_turbsim_wu_outdata_358.mat,139738.3009527957,5435.608582523653,33869.789905324214
case_100_optimal_k_cases_turbsim_wu_outdata_100.mat,152401.6229962713,7631.916047281581,57253.7862897792
case_86_optimal_k_cases_turbsim_wu_outdata_86.mat,139514.8127378293,5646.957566842637,34834.03844439034
case_36_optimal_k_cases_turbsim_wu_outdata_36.mat,141469.4012263146,12727.142493954732,60541.3044476724
case_401_optimal_k_cases_turbsim_wu_outdata_401.mat,144403.05090650372,6231.478601580029,49339.77076282375
case_211_optimal_k_cases_turbsim_wu_outdata_211.mat,154522.73892624266,11296.68804456911,46189.54100709816
case_323_optimal_k_cases_turbsim_wu_outdata_323.mat,146424.90077767766,11619.571895641831,42292.10736770958
case_119_optimal_k_cases_turbsim_wu_outdata_119.mat,151619.71164870646,11841.991204392398,45552.35395685464
case_341_optimal_k_cases_turbsim_wu_outdata_341.mat,140839.99740158446,5382.558368608457,35162.27120821371
case_292_optimal_k_cases_turbsim_wu_outdata_292.mat,151395.5480238283,11828.317753140513,49561.238812783544
case_81_optimal_k_cases_turbsim_wu_outdata_81.mat,138198.6198865218,6106.121144812325,44645.96345740226
case_273_optimal_k_cases_turbsim_wu_outdata_273.mat,273791.425744552,68413.4510290241,282131.3451880079
case_31_optimal_k_cases_turbsim_wu_outdata_31.mat,154776.12992101544,11253.10174481971,46118.971176253006
case_117_optimal_k_cases_turbsim_wu_outdata_117.mat,148982.0753197584,17131.708115044752,70161.1681700817
case_175_optimal_k_cases_turbsim_wu_outdata_175.mat,139457.33211786108,5620.819604120073,34784.510568248494
case_3_optimal_k_cases_turbsim_wu_outdata_3.mat,147328.56729434986,13137.811856422852,66284.14408822102
case_194_optimal_k_cases_turbsim_wu_outdata_194.mat,157126.32589745536,11355.354441425128,51113.25210550818
case_264_optimal_k_cases_turbsim_wu_outdata_264.mat,141141.04514357317,20414.42640607377,113655.63722178327
case_285_optimal_k_cases_turbsim_wu_outdata_285.mat,293740.40449729544,68706.44367036266,283513.03019350854
case_356_optimal_k_cases_turbsim_wu_outdata_356.mat,138850.58599449426,11232.621091085102,34583.547303297295
case_334_optimal_k_cases_turbsim_wu_outdata_334.mat,139181.98486197332,11043.441438703008,34958.4699605816
case_206_optimal_k_cases_turbsim_wu_outdata_206.mat,152926.46872003408,7613.783059750515,49006.063657691135
case_416_optimal_k_cases_turbsim_wu_outdata_416.mat,147463.8232878699,11880.486025203123,45104.52406688423
case_30_optimal_k_cases_turbsim_wu_outdata_30.mat,144447.73255375432,13244.607767387286,55292.70725778344
case_80_optimal_k_cases_turbsim_wu_outdata_80.mat,139886.1852822002,4413.274115940087,29736.177534722825
case_137_optimal_k_cases_turbsim_wu_outdata_137.mat,142988.76240402376,10857.245059652503,37879.05216826856
case_155_optimal_k_cases_turbsim_wu_outdata_155.mat,140012.0354273655,10987.723021693295,34646.39736439823
case_37_optimal_k_cases_turbsim_wu_outdata_37.mat,156573.89933333747,12293.17650356238,48315.618201626676
case_87_optimal_k_cases_turbsim_wu_outdata_87.mat,137311.48094185055,11716.083325435093,41839.37502513844
case_376_optimal_k_cases_turbsim_wu_outdata_376.mat,148696.54160336248,6853.548988590535,53273.000646112945
case_244_optimal_k_cases_turbsim_wu_outdata_244.mat,139858.97008780448,10993.582450549315,34745.18065469562
case_397_optimal_k_cases_turbsim_wu_outdata_397.mat,153365.99195021283,12457.701223984615,46401.40130797912
case_436_optimal_k_cases_turbsim_wu_outdata_436.mat,137686.86645631262,5907.647932738533,37515.13629807672
case_226_optimal_k_cases_turbsim_wu_outdata_226.mat,142709.4423428198,10877.381487376642,38024.67306913661
case_59_optimal_k_cases_turbsim_wu_outdata_59.mat,144456.7534140773,11213.87441331117,36135.623618449135
case_314_optimal_k_cases_turbsim_wu_outdata_314.mat,147303.1222266417,6135.361277104159,41838.611622820295
case_142_optimal_k_cases_turbsim_wu_outdata_142.mat,147360.25647001568,11544.513781921312,41187.629541913215
case_228_optimal_k_cases_turbsim_wu_outdata_228.mat,175598.18207885954,34376.63238572184,212604.7413626321
case_438_optimal_k_cases_turbsim_wu_outdata_438.mat,158171.09519980886,25165.0900583405,104647.81240334627
case_399_optimal_k_cases_turbsim_wu_outdata_399.mat,263784.29204284074,51043.54019782032,227219.37567950325
case_120_optimal_k_cases_turbsim_wu_outdata_120.mat,149772.0122439085,15114.824581612516,59604.52422641131
case_378_optimal_k_cases_turbsim_wu_outdata_378.mat,247606.43618957643,60326.393327637146,264148.61635742337
case_303_optimal_k_cases_turbsim_wu_outdata_303.mat,200322.45655013245,47478.91167014444,235396.37319259509
case_231_optimal_k_cases_turbsim_wu_outdata_231.mat,186268.3540360189,33258.37583375514,207540.48474241653
case_421_optimal_k_cases_turbsim_wu_outdata_421.mat,138954.93855109523,11034.193176191115,39208.131267984645
case_380_optimal_k_cases_turbsim_wu_outdata_380.mat,151367.1115225285,7205.427675752382,47387.47585139452
case_443_optimal_k_cases_turbsim_wu_outdata_443.mat,138523.17632475027,5867.453409663964,39026.59421934207
case_253_optimal_k_cases_turbsim_wu_outdata_253.mat,140310.4533434398,5513.498135432641,36553.09804597853
case_361_optimal_k_cases_turbsim_wu_outdata_361.mat,155202.52819921082,7346.07687004719,56770.47831973034
case_139_optimal_k_cases_turbsim_wu_outdata_139.mat,148618.14109075704,6308.508411975547,41142.15194577586
case_320_optimal_k_cases_turbsim_wu_outdata_320.mat,147750.98800837633,6280.39819781401,42004.486084780605
case_178_optimal_k_cases_turbsim_wu_outdata_178.mat,140386.74607273735,5305.1893559692635,32149.79963101578
case_13_optimal_k_cases_turbsim_wu_outdata_13.mat,157646.64763435815,11326.473380954516,51090.70788922144
case_402_optimal_k_cases_turbsim_wu_outdata_402.mat,208606.73309580103,50282.10256383545,219144.28980370844
case_212_optimal_k_cases_turbsim_wu_outdata_212.mat,154522.73892624266,11296.68804456911,46189.54100709816
case_199_optimal_k_cases_turbsim_wu_outdata_199.mat,154885.7350324796,7158.318450472181,45601.6496429788
case_270_optimal_k_cases_turbsim_wu_outdata_270.mat,142208.46439321485,19850.973734871117,107465.08827553653
case_342_optimal_k_cases_turbsim_wu_outdata_342.mat,167117.72957668887,31461.363261868883,194527.93158555764
case_291_optimal_k_cases_turbsim_wu_outdata_291.mat,231782.30238253757,60075.52965951274,239174.4448494113
case_161_optimal_k_cases_turbsim_wu_outdata_161.mat,141781.79493169088,5356.9047744702375,34070.829725365715
case_339_optimal_k_cases_turbsim_wu_outdata_339.mat,170293.84747356232,31261.28657046345,190803.28255154155
case_14_optimal_k_cases_turbsim_wu_outdata_14.mat,157646.64763435815,11326.473380954516,51090.70788922144
case_180_optimal_k_cases_turbsim_wu_outdata_180.mat,138677.851753886,12448.203527220372,55685.55662852101
case_269_optimal_k_cases_turbsim_wu_outdata_269.mat,140244.4687526216,5290.360738661146,32229.337908538964
case_103_optimal_k_cases_turbsim_wu_outdata_103.mat,157604.59042999934,11334.138928720462,51063.6328499696
case_288_optimal_k_cases_turbsim_wu_outdata_288.mat,238941.72763292774,57541.09642697669,272174.2893247797
case_27_optimal_k_cases_turbsim_wu_outdata_27.mat,144104.74516413224,14004.370824637894,61726.672986356396
case_97_optimal_k_cases_turbsim_wu_outdata_97.mat,153880.63277140367,8387.742856797093,51004.563864965785
case_286_optimal_k_cases_turbsim_wu_outdata_286.mat,152523.28995972834,6864.566927840906,51591.329057193965
case_355_optimal_k_cases_turbsim_wu_outdata_355.mat,138850.58599449426,11232.621091085102,34583.547303297295
case_267_optimal_k_cases_turbsim_wu_outdata_267.mat,140942.37835379792,18558.736143479924,97184.78537080545
case_49_optimal_k_cases_turbsim_wu_outdata_49.mat,148659.06488105186,6294.844873414085,40984.21573240475
case_205_optimal_k_cases_turbsim_wu_outdata_205.mat,152926.46872003408,7613.783059750515,49006.063657691135
case_415_optimal_k_cases_turbsim_wu_outdata_415.mat,147463.8232878699,11880.486025203123,45104.52406688423
case_337_optimal_k_cases_turbsim_wu_outdata_337.mat,142546.44979368686,5677.660294623963,35678.425567184386
case_20_optimal_k_cases_turbsim_wu_outdata_20.mat,155323.73778941054,7124.264966371835,45234.01943931254
case_90_optimal_k_cases_turbsim_wu_outdata_90.mat,138159.39576141772,12354.457633877986,55170.508101984095
case_114_optimal_k_cases_turbsim_wu_outdata_114.mat,158625.06102325264,16569.139849638614,88443.79188404787
case_197_optimal_k_cases_turbsim_wu_outdata_197.mat,153966.66058122634,6794.993326802961,51135.352330954265
case_176_optimal_k_cases_turbsim_wu_outdata_176.mat,139457.33211786108,5620.819604120073,34784.510568248494
case_247_optimal_k_cases_turbsim_wu_outdata_247.mat,142950.7134297561,5711.208891647845,34829.764332988205
case_394_optimal_k_cases_turbsim_wu_outdata_394.mat,144905.82737475767,11491.266775240489,50908.53105641517
case_375_optimal_k_cases_turbsim_wu_outdata_375.mat,283855.8749015913,67909.04565527088,287534.1851244485
case_317_optimal_k_cases_turbsim_wu_outdata_317.mat,141806.78860638614,10966.167538780797,38319.11328694743
case_15_optimal_k_cases_turbsim_wu_outdata_15.mat,145248.93239537094,7786.248966294287,66196.43188733165
case_435_optimal_k_cases_turbsim_wu_outdata_435.mat,172136.8757227479,34090.82142086127,156045.20656980757
case_225_optimal_k_cases_turbsim_wu_outdata_225.mat,191834.23507934983,37825.22251110082,244567.50636066537
case_134_optimal_k_cases_turbsim_wu_outdata_134.mat,148245.59240333494,6301.62552608712,42324.756191988476
case_156_optimal_k_cases_turbsim_wu_outdata_156.mat,138343.3196713236,14154.169108018963,57420.80239424841
case_12_optimal_k_cases_turbsim_wu_outdata_12.mat,144932.71135317362,9714.251276202918,68978.06860968431
case_232_optimal_k_cases_turbsim_wu_outdata_232.mat,147124.3121148335,11544.435047076588,41401.73724907074
case_422_optimal_k_cases_turbsim_wu_outdata_422.mat,138954.93855109523,11034.193176191115,39208.131267984645
case_158_optimal_k_cases_turbsim_wu_outdata_158.mat,143024.53122186128,5836.526496851704,34830.270529880516
case_300_optimal_k_cases_turbsim_wu_outdata_300.mat,223673.1248185143,55526.45045883991,253255.07449341397
case_362_optimal_k_cases_turbsim_wu_outdata_362.mat,155202.52819921082,7346.07687004719,56770.47831973034
case_383_optimal_k_cases_turbsim_wu_outdata_383.mat,148481.79204890077,11849.693431695947,50233.255125474425
case_440_optimal_k_cases_turbsim_wu_outdata_440.mat,138466.06231095106,4904.390065525651,32026.54743563296
case_250_optimal_k_cases_turbsim_wu_outdata_250.mat,141668.61603859792,5362.299043964873,34642.281308419006
case_91_optimal_k_cases_turbsim_wu_outdata_91.mat,162057.1502513253,10976.26971587132,54958.63521786519
case_21_optimal_k_cases_turbsim_wu_outdata_21.mat,146013.2817665844,12510.089187016261,65882.12383837427
case_319_optimal_k_cases_turbsim_wu_outdata_319.mat,147750.98800837633,6280.39819781401,42004.486084780605
case_48_optimal_k_cases_turbsim_wu_outdata_48.mat,138738.91644437503,5552.245834958674,50353.983675016294
case_141_optimal_k_cases_turbsim_wu_outdata_141.mat,142156.7885851872,9424.781224305802,53361.21391265593
case_123_optimal_k_cases_turbsim_wu_outdata_123.mat,145655.20848772174,15436.934471964187,57220.99784565287
case_249_optimal_k_cases_turbsim_wu_outdata_249.mat,156099.0770968373,29823.45892225276,165026.70846638293
case_96_optimal_k_cases_turbsim_wu_outdata_96.mat,149924.11231548493,12578.376236417615,74307.38385170582
case_26_optimal_k_cases_turbsim_wu_outdata_26.mat,153178.621965845,7532.224079004945,48452.081169960766
case_265_optimal_k_cases_turbsim_wu_outdata_265.mat,139438.7041434349,5349.547778052011,34662.525788394414
case_284_optimal_k_cases_turbsim_wu_outdata_284.mat,155134.73263957215,11437.743447361125,51672.63731770783
case_357_optimal_k_cases_turbsim_wu_outdata_357.mat,147476.6033179123,22242.78326067832,129963.93046580831
case_76_optimal_k_cases_turbsim_wu_outdata_76.mat,139377.79120911038,4698.112030131426,31660.64772363882
case_335_optimal_k_cases_turbsim_wu_outdata_335.mat,139181.98486197332,11043.441438703008,34958.4699605816
case_417_optimal_k_cases_turbsim_wu_outdata_417.mat,195880.55638157803,41335.088988988115,201050.53779089425
case_207_optimal_k_cases_turbsim_wu_outdata_207.mat,217310.4615320305,41073.90940375299,270540.3003314343
case_18_optimal_k_cases_turbsim_wu_outdata_18.mat,143168.37006048067,13236.161640435317,62082.13641343905
case_116_optimal_k_cases_turbsim_wu_outdata_116.mat,153126.1657486758,7535.6781742459125,48509.5995637269
case_71_optimal_k_cases_turbsim_wu_outdata_71.mat,141778.27632562202,5356.492856716956,34598.381884641014
case_174_optimal_k_cases_turbsim_wu_outdata_174.mat,138021.80818230243,14959.453314198861,66724.59559565941
case_195_optimal_k_cases_turbsim_wu_outdata_195.mat,225330.550325084,45087.044547059566,293778.40205770795
case_210_optimal_k_cases_turbsim_wu_outdata_210.mat,210191.8756220916,39066.59487285565,270787.3546222006
case_400_optimal_k_cases_turbsim_wu_outdata_400.mat,144403.05090650372,6231.478601580029,49339.77076282375
case_42_optimal_k_cases_turbsim_wu_outdata_42.mat,141584.1401551017,8443.743216823752,64567.58774222559
case_322_optimal_k_cases_turbsim_wu_outdata_322.mat,146424.90077767766,11619.571895641831,42292.10736770958
case_118_optimal_k_cases_turbsim_wu_outdata_118.mat,151619.71164870646,11841.991204392398,45552.35395685464
case_340_optimal_k_cases_turbsim_wu_outdata_340.mat,140839.99740158446,5382.558368608457,35162.27120821371
case_293_optimal_k_cases_turbsim_wu_outdata_293.mat,151395.5480238283,11828.317753140513,49561.238812783544
case_272_optimal_k_cases_turbsim_wu_outdata_272.mat,159781.87976451122,11154.959084565186,55929.885004591444
case_209_optimal_k_cases_turbsim_wu_outdata_209.mat,151112.80244301638,11840.642105565266,45610.862654140314
case_419_optimal_k_cases_turbsim_wu_outdata_419.mat,140991.40207763357,5789.882039635905,37663.41646028149
case_182_optimal_k_cases_turbsim_wu_outdata_182.mat,161696.20037483642,11012.83317116157,55196.14686391335
case_45_optimal_k_cases_turbsim_wu_outdata_45.mat,141559.66647693043,7936.098592964289,49023.80570993217
case_163_optimal_k_cases_turbsim_wu_outdata_163.mat,140412.39079468962,5499.044253417222,36480.99910629605
case_359_optimal_k_cases_turbsim_wu_outdata_359.mat,139738.3009527957,5435.608582523653,33869.789905324214
case_101_optimal_k_cases_turbsim_wu_outdata_101.mat,152401.6229962713,7631.916047281581,57253.7862897792
case_302_optimal_k_cases_turbsim_wu_outdata_302.mat,153476.10794721526,11426.205717537101,46430.89797012339
case_420_optimal_k_cases_turbsim_wu_outdata_420.mat,202828.96816973752,43050.83369405785,196329.5957135115
case_230_optimal_k_cases_turbsim_wu_outdata_230.mat,148472.8600937043,6328.617083499184,41331.21104601203
case_70_optimal_k_cases_turbsim_wu_outdata_70.mat,141778.27632562202,5356.492856716956,34598.381884641014
case_381_optimal_k_cases_turbsim_wu_outdata_381.mat,236819.50536518113,58461.660959319364,251894.10226522892
case_252_optimal_k_cases_turbsim_wu_outdata_252.mat,151353.6480763482,30082.691770493195,174080.57540234228
case_442_optimal_k_cases_turbsim_wu_outdata_442.mat,138523.17632475027,5867.453409663964,39026.59421934207
case_360_optimal_k_cases_turbsim_wu_outdata_360.mat,152430.82763192523,21698.789197447695,136671.52378547261
case_138_optimal_k_cases_turbsim_wu_outdata_138.mat,138457.45907420726,9143.57768458974,57979.496155252185
case_143_optimal_k_cases_turbsim_wu_outdata_143.mat,147360.25647001568,11544.513781921312,41187.629541913215
case_19_optimal_k_cases_turbsim_wu_outdata_19.mat,155323.73778941054,7124.264966371835,45234.01943931254
case_439_optimal_k_cases_turbsim_wu_outdata_439.mat,138466.06231095106,4904.390065525651,32026.54743563296
case_229_optimal_k_cases_turbsim_wu_outdata_229.mat,148472.8600937043,6328.617083499184,41331.21104601203
case_77_optimal_k_cases_turbsim_wu_outdata_77.mat,139377.79120911038,4698.112030131426,31660.64772363882
case_398_optimal_k_cases_turbsim_wu_outdata_398.mat,153365.99195021283,12457.701223984615,46401.40130797912
case_121_optimal_k_cases_turbsim_wu_outdata_121.mat,154646.48715409572,11266.511656762586,45866.392603499306
case_379_optimal_k_cases_turbsim_wu_outdata_379.mat,151367.1115225285,7205.427675752382,47387.47585139452
case_377_optimal_k_cases_turbsim_wu_outdata_377.mat,148696.54160336248,6853.548988590535,53273.000646112945
case_245_optimal_k_cases_turbsim_wu_outdata_245.mat,139858.97008780448,10993.582450549315,34745.18065469562
case_396_optimal_k_cases_turbsim_wu_outdata_396.mat,224143.7528541672,50138.34653531677,233138.82094059594
case_227_optimal_k_cases_turbsim_wu_outdata_227.mat,142709.4423428198,10877.381487376642,38024.67306913661
case_437_optimal_k_cases_turbsim_wu_outdata_437.mat,137686.86645631262,5907.647932738533,37515.13629807672
case_44_optimal_k_cases_turbsim_wu_outdata_44.mat,148404.53322240413,6267.709945270426,42282.649414667874
case_315_optimal_k_cases_turbsim_wu_outdata_315.mat,208978.2717009166,43507.36155416732,258402.59046959959
case_4_optimal_k_cases_turbsim_wu_outdata_4.mat,154397.21013198016,11794.672287316289,51811.59783817893
case_136_optimal_k_cases_turbsim_wu_outdata_136.mat,142988.76240402376,10857.245059652503,37879.05216826856
case_43_optimal_k_cases_turbsim_wu_outdata_43.mat,148404.53322240413,6267.709945270426,42282.649414667874
case_154_optimal_k_cases_turbsim_wu_outdata_154.mat,140012.0354273655,10987.723021693295,34646.39736439823
